Phi[deg],Theta[deg],RealizedGainTotal
-170,100,0.200372
-168,100,0.199828
-166,100,0.199988
-164,100,0.200675
-162,100,0.201682
-160,100,0.202766
-158,100,0.203652
-156,100,0.204046
-154,100,0.203661
-152,100,0.202249
-150,100,0.199633
-148,100,0.19573
-146,100,0.190561
-144,100,0.184247
-142,100,0.17699
-140,100,0.169048
-138,100,0.160696
-136,100,0.152204
-134,100,0.143815
-132,100,0.135731
-130,100,0.12811
-128,100,0.121078
-126,100,0.114727
-124,100,0.109133
-122,100,0.10436
-120,100,0.100463
-118,100,0.0974918
-116,100,0.0954847
-114,100,0.0944682
-112,100,0.0944504
-110,100,0.0954179
-108,100,0.0973323
-106,100,0.100129
-104,100,0.103719
-102,100,0.107988
-100,100,0.112801
-98,100,0.118005
-96,100,0.123436
-94,100,0.128919
-92,100,0.134276
-90,100,0.139333
-88,100,0.143924
-86,100,0.147897
-84,100,0.151121
-82,100,0.153494
-80,100,0.154948
-78,100,0.155451
-76,100,0.15501
-74,100,0.153676
-72,100,0.151531
-70,100,0.148693
-68,100,0.145298
-66,100,0.141495
-64,100,0.137433
-62,100,0.133254
-60,100,0.129084
-58,100,0.125034
-56,100,0.121199
-54,100,0.117665
-52,100,0.114519
-50,100,0.111852
-48,100,0.109771
-46,100,0.108395
-44,100,0.10786
-42,100,0.108316
-40,100,0.109919
-38,100,0.112841
-36,100,0.117269
-34,100,0.123415
-32,100,0.13152
-30,100,0.141861
-28,100,0.154728
-26,100,0.170389
-24,100,0.18904
-22,100,0.210728
-20,100,0.235286
-18,100,0.262267
-16,100,0.290935
-14,100,0.320284
-12,100,0.349131
-10,100,0.376252
-8,100,0.400554
-6,100,0.421249
-4,100,0.437999
-2,100,0.451001
0,100,0.460988
2,100,0.469143
4,100,0.476936
6,100,0.485914
8,100,0.497479
10,100,0.512692
12,100,0.532142
14,100,0.555889
16,100,0.583491
18,100,0.614103
20,100,0.646617
22,100,0.679814
24,100,0.712509
26,100,0.743653
28,100,0.772397
30,100,0.798104
32,100,0.82033
34,100,0.838782
36,100,0.853277
38,100,0.863698
40,100,0.869985
42,100,0.872123
44,100,0.870162
46,100,0.864233
48,100,0.854568
50,100,0.841506
52,100,0.825493
54,100,0.807059
56,100,0.786792
58,100,0.765299
60,100,0.743165
62,100,0.720921
64,100,0.699014
66,100,0.67779
68,100,0.657487
70,100,0.638239
72,100,0.620091
74,100,0.603007
76,100,0.586897
78,100,0.571633
80,100,0.557063
82,100,0.543031
84,100,0.529387
86,100,0.515994
88,100,0.502736
90,100,0.489522
92,100,0.476289
94,100,0.463003
96,100,0.44966
98,100,0.436286
100,100,0.422935
102,100,0.409685
104,100,0.396638
106,100,0.383914
108,100,0.371641
110,100,0.359954
112,100,0.348983
114,100,0.33885
116,100,0.32966
118,100,0.321498
120,100,0.314423
122,100,0.308471
124,100,0.303655
126,100,0.299961
128,100,0.297354
130,100,0.295777
132,100,0.295153
134,100,0.295382
136,100,0.296343
138,100,0.297894
140,100,0.299877
142,100,0.302116
144,100,0.304422
146,100,0.306599
148,100,0.308444
150,100,0.309753
152,100,0.31032
154,100,0.309948
156,100,0.308455
158,100,0.305692
160,100,0.301558
162,100,0.296022
164,100,0.289141
166,100,0.28107
168,100,0.272061
170,100,0.262445
172,100,0.252607
174,100,0.242944
176,100,0.233829
178,100,0.225572
180,100,0.218394
-180,102,0.2116
-178,102,0.206522
-176,102,0.202716
-174,102,0.200112
-172,102,0.198597
-170,102,0.19804
-168,102,0.1983
-166,102,0.19923
-164,102,0.200666
-162,102,0.202417
-160,102,0.20426
-158,102,0.205933
-156,102,0.207158
-154,102,0.207655
-152,102,0.207178
-150,102,0.205544
-148,102,0.202656
-146,102,0.198515
-144,102,0.193217
-142,102,0.186935
-140,102,0.179898
-138,102,0.172357
-136,102,0.164558
-134,102,0.15673
-132,102,0.149066
-130,102,0.141723
-128,102,0.134827
-126,102,0.12848
-124,102,0.122767
-122,102,0.117763
-120,102,0.113534
-118,102,0.11014
-116,102,0.10763
-114,102,0.106039
-112,102,0.105383
-110,102,0.105655
-108,102,0.106824
-106,102,0.108833
-104,102,0.111598
-102,102,0.115012
-100,102,0.118948
-98,102,0.123259
-96,102,0.127786
-94,102,0.132361
-92,102,0.13681
-90,102,0.140965
-88,102,0.144663
-86,102,0.147755
-84,102,0.150117
-82,102,0.151648
-80,102,0.152286
-78,102,0.152005
-76,102,0.150822
-74,102,0.148796
-72,102,0.146023
-70,102,0.142635
-68,102,0.138786
-66,102,0.134642
-64,102,0.130372
-62,102,0.126137
-60,102,0.122079
-58,102,0.118321
-56,102,0.114965
-54,102,0.112095
-52,102,0.109786
-50,102,0.108112
-48,102,0.107146
-46,102,0.10697
-44,102,0.107674
-42,102,0.109352
-40,102,0.112109
-38,102,0.116062
-36,102,0.121349
-34,102,0.12814
-32,102,0.136649
-30,102,0.147134
-28,102,0.159887
-26,102,0.1752
-24,102,0.19331
-22,102,0.214327
-20,102,0.238163
-18,102,0.264464
-16,102,0.292585
-14,102,0.321607
-12,102,0.350412
-10,102,0.377808
-8,102,0.402698
-6,102,0.424246
-4,102,0.442025
-2,102,0.456116
0,102,0.467117
2,102,0.476079
4,102,0.484358
6,102,0.493424
8,102,0.504646
10,102,0.519103
12,102,0.537446
14,102,0.559831
16,102,0.585937
18,102,0.615041
20,102,0.646151
22,102,0.678141
24,102,0.709893
26,102,0.740396
28,102,0.768809
30,102,0.794483
32,102,0.816944
34,102,0.835858
36,102,0.850994
38,102,0.862187
40,102,0.869325
42,102,0.872343
44,102,0.87124
46,102,0.8661
48,102,0.857108
50,102,0.844562
52,102,0.828873
54,102,0.810546
56,102,0.790155
58,102,0.768303
60,102,0.745585
62,102,0.722552
64,102,0.699679
66,102,0.677346
68,102,0.655832
70,102,0.635314
72,102,0.615875
74,102,0.597518
76,102,0.580188
78,102,0.563786
80,102,0.548188
82,102,0.533256
84,102,0.518857
86,102,0.504864
88,102,0.49117
90,102,0.477688
92,102,0.464355
94,102,0.451134
96,102,0.438016
98,102,0.425018
100,102,0.41218
102,102,0.399569
104,102,0.387269
106,102,0.375379
108,102,0.36401
110,102,0.353275
112,102,0.343286
114,102,0.334145
116,102,0.325944
118,102,0.318754
120,102,0.312629
122,102,0.307601
124,102,0.30368
126,102,0.300853
128,102,0.299083
130,102,0.298308
132,102,0.298439
134,102,0.299357
136,102,0.300915
138,102,0.302936
140,102,0.305221
142,102,0.307554
144,102,0.30971
146,102,0.311463
148,102,0.3126
150,102,0.31292
152,102,0.312247
154,102,0.310434
156,102,0.307367
158,102,0.30298
160,102,0.297262
162,102,0.29027
164,102,0.28214
166,102,0.273087
168,102,0.263404
170,102,0.253438
172,102,0.243566
174,102,0.234156
176,102,0.225537
178,102,0.217963
180,102,0.2116
-180,104,0.205527
-178,104,0.201278
-176,104,0.198325
-174,104,0.196568
-172,104,0.195875
-170,104,0.196108
-168,104,0.197127
-166,104,0.198791
-164,104,0.200949
-162,104,0.203424
-160,104,0.206006
-158,104,0.208451
-156,104,0.210491
-154,104,0.211853
-152,104,0.212293
-150,104,0.211622
-148,104,0.209729
-146,104,0.206595
-144,104,0.202291
-142,104,0.196961
-140,104,0.190806
-138,104,0.184051
-136,104,0.176925
-134,104,0.169643
-132,104,0.162391
-130,104,0.155328
-128,104,0.148587
-126,104,0.142277
-124,104,0.136495
-122,104,0.131327
-120,104,0.12685
-118,104,0.123133
-116,104,0.120231
-114,104,0.118186
-112,104,0.117017
-110,104,0.116722
-108,104,0.117274
-106,104,0.118618
-104,104,0.120675
-102,104,0.123343
-100,104,0.126498
-98,104,0.13
-96,104,0.133693
-94,104,0.137416
-92,104,0.141
-90,104,0.144279
-88,104,0.147097
-86,104,0.14931
-84,104,0.150797
-82,104,0.151463
-80,104,0.151251
-78,104,0.150143
-76,104,0.148165
-74,104,0.145384
-72,104,0.141912
-70,104,0.137893
-68,104,0.133497
-66,104,0.128908
-64,104,0.124316
-62,104,0.119896
-60,104,0.11581
-58,104,0.112193
-56,104,0.109157
-54,104,0.106789
-52,104,0.10516
-50,104,0.104327
-48,104,0.104342
-46,104,0.105254
-44,104,0.107111
-42,104,0.10996
-40,104,0.113855
-38,104,0.118858
-36,104,0.125055
-34,104,0.13257
-32,104,0.141577
-30,104,0.152308
-28,104,0.165044
-26,104,0.180084
-24,104,0.197695
-22,104,0.218039
-20,104,0.241099
-18,104,0.266613
-16,104,0.294035
-14,104,0.322543
-12,104,0.351104
-10,104,0.378585
-8,104,0.403909
-6,104,0.426215
-4,104,0.445009
-2,104,0.460262
0,104,0.472438
2,104,0.482446
4,104,0.49151
6,104,0.500997
8,104,0.512213
10,104,0.526229
12,104,0.543734
14,104,0.564967
16,104,0.589716
18,104,0.617383
20,104,0.647095
22,104,0.677831
24,104,0.708553
26,104,0.738302
28,104,0.766261
30,104,0.79178
32,104,0.814366
34,104,0.833656
36,104,0.84938
38,104,0.861331
40,104,0.86935
42,104,0.873326
44,104,0.873208
46,104,0.86903
48,104,0.860923
50,104,0.849138
52,104,0.83404
54,104,0.816097
56,104,0.795856
58,104,0.773904
60,104,0.750837
62,104,0.727214
64,104,0.703536
66,104,0.680217
68,104,0.657575
70,104,0.635829
72,104,0.615108
74,104,0.59546
76,104,0.576868
78,104,0.559272
80,104,0.542576
82,104,0.526671
84,104,0.511442
86,104,0.496781
88,104,0.482589
90,104,0.468787
92,104,0.455315
94,104,0.442134
96,104,0.42923
98,104,0.416611
100,104,0.404308
102,104,0.39237
104,104,0.380864
106,104,0.369869
108,104,0.359472
110,104,0.349765
112,104,0.340835
114,104,0.332765
116,104,0.325624
118,104,0.319469
120,104,0.314342
122,104,0.310264
124,104,0.30724
126,104,0.30525
128,104,0.304254
130,104,0.304181
132,104,0.30493
134,104,0.306366
136,104,0.308317
138,104,0.310578
140,104,0.312919
142,104,0.315091
144,104,0.316842
146,104,0.317927
148,104,0.318127
150,104,0.317258
152,104,0.315174
154,104,0.311783
156,104,0.307041
158,104,0.300964
160,104,0.293629
162,104,0.285175
164,104,0.275812
166,104,0.265809
168,104,0.25549
170,104,0.245209
172,104,0.235328
174,104,0.22618
176,104,0.218045
178,104,0.211124
180,104,0.205527
-180,106,0.200291
-178,106,0.196788
-176,106,0.194599
-174,106,0.193597
-172,106,0.193642
-170,106,0.194589
-168,106,0.196302
-166,106,0.198647
-164,106,0.201481
-162,106,0.20464
-160,106,0.207925
-158,106,0.211104
-156,106,0.213918
-154,106,0.216102
-152,106,0.217413
-150,106,0.217654
-148,106,0.216704
-146,106,0.214524
-144,106,0.211158
-142,106,0.206726
-140,106,0.201402
-138,106,0.195388
-136,106,0.188897
-134,106,0.182133
-132,106,0.175279
-130,106,0.168498
-128,106,0.16193
-126,106,0.155696
-124,106,0.149904
-122,106,0.14465
-120,106,0.140021
-118,106,0.136093
-116,106,0.132925
-114,106,0.130562
-112,106,0.129024
-110,106,0.128309
-108,106,0.128389
-106,106,0.129211
-104,106,0.130695
-102,106,0.132741
-100,106,0.135228
-98,106,0.138018
-96,106,0.14096
-94,106,0.143896
-92,106,0.146663
-90,106,0.1491
-88,106,0.151054
-86,106,0.152388
-84,106,0.152987
-82,106,0.152762
-80,106,0.151665
-78,106,0.149685
-76,106,0.146857
-74,106,0.143261
-72,106,0.139019
-70,106,0.134291
-68,106,0.129261
-66,106,0.124133
-64,106,0.11911
-62,106,0.114389
-60,106,0.110147
-58,106,0.106534
-56,106,0.103673
-54,106,0.101659
-52,106,0.100561
-50,106,0.100429
-48,106,0.101298
-46,106,0.103189
-44,106,0.106116
-42,106,0.110083
-40,106,0.115094
-38,106,0.121159
-36,106,0.12831
-34,106,0.136621
-32,106,0.146219
-30,106,0.157302
-28,106,0.170128
-26,106,0.18499
-24,106,0.202172
-22,106,0.221877
-20,106,0.24415
-18,106,0.268816
-16,106,0.29543
-14,106,0.323277
-12,106,0.351423
-10,106,0.378813
-8,106,0.404415
-6,106,0.427365
-4,106,0.447123
-2,106,0.463564
0,106,0.477024
2,106,0.488264
4,106,0.498361
6,106,0.508559
8,106,0.520081
10,106,0.533959
12,106,0.550899
14,106,0.571204
16,106,0.59476
18,106,0.621089
20,106,0.649441
22,106,0.678906
24,106,0.708539
26,106,0.737443
28,106,0.764838
30,106,0.790087
32,106,0.812692
34,106,0.832268
36,106,0.848515
38,106,0.861194
40,106,0.870105
42,106,0.875094
44,106,0.876065
46,106,0.872998
48,106,0.865973
50,106,0.855182
52,106,0.840939
54,106,0.823664
56,106,0.803864
58,106,0.782101
60,106,0.758957
62,106,0.734996
64,106,0.710734
66,106,0.686612
68,106,0.662987
70,106,0.640122
72,106,0.618193
74,106,0.597295
76,106,0.577457
78,106,0.558658
80,106,0.540841
82,106,0.523926
84,106,0.507826
86,106,0.49245
88,106,0.477715
90,106,0.463551
92,106,0.449903
94,106,0.436733
96,106,0.424024
98,106,0.411776
100,106,0.400006
102,106,0.388751
104,106,0.378056
106,106,0.367981
108,106,0.358588
110,106,0.349943
112,106,0.342109
114,106,0.335141
116,106,0.329089
118,106,0.323987
120,106,0.319861
122,106,0.316717
124,106,0.314549
126,106,0.313329
128,106,0.313005
130,106,0.313498
132,106,0.314695
134,106,0.316444
136,106,0.318554
138,106,0.320799
140,106,0.322925
142,106,0.324659
144,106,0.325734
146,106,0.325897
148,106,0.324934
150,106,0.322681
152,106,0.319033
154,106,0.313951
156,106,0.307464
158,106,0.299667
160,106,0.290717
162,106,0.280831
164,106,0.270282
166,106,0.259385
168,106,0.248483
170,106,0.237931
172,106,0.228065
174,106,0.21918
176,106,0.211506
178,106,0.20519
180,106,0.200291
-180,108,0.19602
-178,108,0.193165
-176,108,0.191632
-174,108,0.191279
-172,108,0.191959
-170,108,0.193527
-168,108,0.195851
-166,108,0.198803
-164,108,0.202248
-162,108,0.206029
-160,108,0.209957
-158,108,0.213809
-156,108,0.217334
-154,108,0.220271
-152,108,0.222377
-150,108,0.223454
-148,108,0.223366
-146,108,0.222056
-144,108,0.219548
-142,108,0.215937
-140,108,0.211372
-138,108,0.206037
-136,108,0.20013
-134,108,0.193847
-132,108,0.187373
-130,108,0.180874
-128,108,0.174499
-126,108,0.168382
-124,108,0.162642
-122,108,0.157385
-120,108,0.152707
-118,108,0.148687
-116,108,0.145387
-114,108,0.142849
-112,108,0.141094
-110,108,0.140114
-108,108,0.139878
-106,108,0.140328
-104,108,0.141384
-102,108,0.142943
-100,108,0.144884
-98,108,0.147069
-96,108,0.14935
-94,108,0.151572
-92,108,0.153576
-90,108,0.155207
-88,108,0.156318
-86,108,0.156778
-84,108,0.156478
-82,108,0.155341
-80,108,0.153325
-78,108,0.150431
-76,108,0.146704
-74,108,0.142237
-72,108,0.137165
-70,108,0.13166
-68,108,0.125924
-66,108,0.120174
-64,108,0.114632
-62,108,0.10951
-60,108,0.105002
-58,108,0.101274
-56,108,0.0984639
-54,108,0.0966737
-52,108,0.0959774
-50,108,0.0964214
-48,108,0.0980283
-46,108,0.100799
-44,108,0.104716
-42,108,0.109746
-40,108,0.115846
-38,108,0.122975
-36,108,0.131114
-34,108,0.140281
-32,108,0.150555
-30,108,0.162091
-28,108,0.175115
-26,108,0.189907
-24,108,0.206751
-22,108,0.225881
-20,108,0.247396
-18,108,0.271198
-16,108,0.296941
-14,108,0.324021
-12,108,0.351615
-10,108,0.37876
-8,108,0.404488
-6,108,0.427957
-4,108,0.448596
-2,108,0.466205
0,108,0.480999
2,108,0.493592
4,108,0.50491
6,108,0.516057
8,108,0.52815
10,108,0.542164
12,108,0.558798
14,108,0.5784
16,108,0.600942
18,108,0.626056
20,108,0.653112
22,108,0.681321
24,108,0.709831
26,108,0.737823
28,108,0.764566
30,108,0.789447
32,108,0.811971
34,108,0.831743
36,108,0.848446
38,108,0.86181
40,108,0.871607
42,108,0.877645
44,108,0.879785
46,108,0.877957
48,108,0.872186
50,108,0.862608
52,108,0.849475
54,108,0.833152
56,108,0.814097
58,108,0.792836
60,108,0.769926
62,108,0.745923
64,108,0.721351
66,108,0.696673
68,108,0.67228
70,108,0.648475
72,108,0.625481
74,108,0.603442
76,108,0.582435
78,108,0.562485
80,108,0.543574
82,108,0.525659
84,108,0.508681
86,108,0.492574
88,108,0.477272
90,108,0.462719
92,108,0.448866
94,108,0.435679
96,108,0.423138
98,108,0.411235
100,108,0.399978
102,108,0.389387
104,108,0.37949
106,108,0.370321
108,108,0.36192
110,108,0.354326
112,108,0.347573
114,108,0.341691
116,108,0.336702
118,108,0.332619
120,108,0.329444
122,108,0.327168
124,108,0.325767
126,108,0.325201
128,108,0.325405
130,108,0.326289
132,108,0.327726
134,108,0.32955
136,108,0.331556
138,108,0.333503
140,108,0.33512
142,108,0.336127
144,108,0.336249
146,108,0.335237
148,108,0.332892
150,108,0.329079
152,108,0.323737
154,108,0.316885
156,108,0.308619
158,108,0.299108
160,108,0.288584
162,108,0.277332
164,108,0.265674
166,108,0.253961
168,108,0.242546
170,108,0.231773
172,108,0.221948
174,108,0.213324
176,108,0.206077
178,108,0.200304
180,108,0.19602
-180,110,0.192855
-178,110,0.19054
-176,110,0.189544
-174,110,0.18972
-172,110,0.190918
-170,110,0.192998
-168,110,0.195831
-166,110,0.199296
-164,110,0.203264
-162,110,0.207584
-160,110,0.212073
-158,110,0.216513
-156,110,0.220659
-154,110,0.224255
-152,110,0.227059
-150,110,0.228868
-148,110,0.229536
-146,110,0.228993
-144,110,0.227241
-142,110,0.224355
-140,110,0.220464
-138,110,0.215734
-136,110,0.210352
-134,110,0.20451
-132,110,0.198393
-130,110,0.192174
-128,110,0.186013
-126,110,0.180055
-124,110,0.17443
-122,110,0.169253
-120,110,0.164627
-118,110,0.160631
-116,110,0.15733
-114,110,0.15476
-112,110,0.152936
-110,110,0.151845
-108,110,0.151447
-106,110,0.151678
-104,110,0.152451
-102,110,0.153659
-100,110,0.155177
-98,110,0.156867
-96,110,0.158581
-94,110,0.160166
-92,110,0.161467
-90,110,0.162333
-88,110,0.162626
-86,110,0.162221
-84,110,0.161021
-82,110,0.158957
-80,110,0.155999
-78,110,0.15216
-76,110,0.147499
-74,110,0.14212
-72,110,0.136172
-70,110,0.129842
-68,110,0.123345
-66,110,0.116913
-64,110,0.110783
-62,110,0.105185
-60,110,0.100327
-58,110,0.0963943
-56,110,0.093535
-54,110,0.0918646
-52,110,0.0914632
-50,110,0.0923776
-48,110,0.0946227
-46,110,0.0981831
-44,110,0.103015
-42,110,0.109051
-40,110,0.116207
-38,110,0.124393
-36,110,0.133537
-34,110,0.143605
-32,110,0.154625
-30,110,0.166703
-28,110,0.18003
-26,110,0.19486
-24,110,0.211473
-22,110,0.230116
-20,110,0.250934
-18,110,0.273897
-16,110,0.298752
-14,110,0.325004
-12,110,0.351945
-10,110,0.378717
-8,110,0.404429
-6,110,0.428282
-4,110,0.449695
-2,110,0.468406
0,110,0.484525
2,110,0.498527
4,110,0.511182
6,110,0.523448
8,110,0.536323
10,110,0.550703
12,110,0.567262
14,110,0.586374
16,110,0.608079
18,110,0.632113
20,110,0.657961
22,110,0.684949
24,110,0.712333
26,110,0.739373
28,110,0.765399
30,110,0.78983
32,110,0.812186
34,110,0.832075
36,110,0.849164
38,110,0.863169
40,110,0.873834
42,110,0.880939
44,110,0.884306
46,110,0.883821
48,110,0.879456
50,110,0.871288
52,110,0.859507
54,110,0.844415
56,110,0.826415
58,110,0.805984
60,110,0.783646
62,110,0.759939
64,110,0.735384
66,110,0.710457
68,110,0.685575
70,110,0.661079
72,110,0.637235
74,110,0.614235
76,110,0.592206
78,110,0.571219
80,110,0.5513
82,110,0.532444
84,110,0.514626
86,110,0.497807
88,110,0.481943
90,110,0.466992
92,110,0.452916
94,110,0.439685
96,110,0.427278
98,110,0.415683
100,110,0.404897
102,110,0.394924
104,110,0.385773
106,110,0.377459
108,110,0.369992
110,110,0.363386
112,110,0.357647
114,110,0.352777
116,110,0.348769
118,110,0.345611
120,110,0.343281
122,110,0.34175
124,110,0.340974
126,110,0.340895
128,110,0.341437
130,110,0.342492
132,110,0.343922
134,110,0.345552
136,110,0.347165
138,110,0.348511
140,110,0.349317
142,110,0.349301
144,110,0.348195
146,110,0.345766
148,110,0.34184
150,110,0.336317
152,110,0.329185
154,110,0.320519
156,110,0.310481
158,110,0.299306
160,110,0.287289
162,110,0.274769
164,110,0.26211
166,110,0.249681
168,110,0.237838
170,110,0.226902
172,110,0.217146
174,110,0.208774
176,110,0.201915
178,110,0.196618
180,110,0.192855
-180,112,0.190947
-178,112,0.189058
-176,112,0.188477
-174,112,0.189054
-172,112,0.190644
-170,112,0.193111
-168,112,0.196336
-166,112,0.200202
-164,112,0.204584
-162,112,0.209336
-160,112,0.214278
-158,112,0.219196
-156,112,0.22385
-154,112,0.227988
-152,112,0.231368
-150,112,0.233785
-148,112,0.235086
-146,112,0.235187
-144,112,0.234075
-142,112,0.231807
-140,112,0.228494
-138,112,0.224288
-136,112,0.219369
-134,112,0.213924
-132,112,0.208141
-130,112,0.2022
-128,112,0.196272
-126,112,0.190512
-124,112,0.18506
-122,112,0.18004
-120,112,0.175558
-118,112,0.171695
-116,112,0.168511
-114,112,0.166038
-112,112,0.164282
-110,112,0.16322
-108,112,0.162802
-106,112,0.162954
-104,112,0.16358
-102,112,0.164565
-100,112,0.16578
-98,112,0.167081
-96,112,0.168321
-94,112,0.169347
-92,112,0.170007
-90,112,0.170156
-88,112,0.169664
-86,112,0.168415
-84,112,0.166323
-82,112,0.163332
-80,112,0.159425
-78,112,0.154629
-76,112,0.149016
-74,112,0.142706
-72,112,0.13586
-70,112,0.12868
-68,112,0.121394
-66,112,0.114248
-64,112,0.107493
-62,112,0.101373
-60,112,0.0961148
-58,112,0.0919152
-56,112,0.088939
-54,112,0.0873137
-52,112,0.0871278
-50,112,0.0884308
-48,112,0.091233
-46,112,0.0955061
-44,112,0.101185
-42,112,0.10817
-40,112,0.11634
-38,112,0.12556
-36,112,0.13571
-34,112,0.146704
-32,112,0.15852
-30,112,0.171216
-28,112,0.18494
-26,112,0.199915
-24,112,0.216408
-22,112,0.234671
-20,112,0.25488
-18,112,0.277063
-16,112,0.301053
-14,112,0.326458
-12,112,0.352682
-10,112,0.378981
-8,112,0.404551
-6,112,0.428651
-4,112,0.450706
-2,112,0.470414
0,112,0.487794
2,112,0.50319
4,112,0.517225
6,112,0.530706
8,112,0.544503
10,112,0.559422
12,112,0.576094
14,112,0.5949
16,112,0.615936
18,112,0.639025
20,112,0.663764
22,112,0.689591
24,112,0.715866
26,112,0.74194
28,112,0.767206
30,112,0.791128
32,112,0.813249
34,112,0.833184
36,112,0.850599
38,112,0.865197
40,112,0.876707
42,112,0.884884
44,112,0.88952
46,112,0.890461
48,112,0.887632
50,112,0.88105
52,112,0.870843
54,112,0.85725
56,112,0.840609
58,112,0.821345
60,112,0.799937
62,112,0.776894
64,112,0.752724
66,112,0.727907
68,112,0.702876
70,112,0.678003
72,112,0.653593
74,112,0.629884
76,112,0.607048
78,112,0.585204
80,112,0.564423
82,112,0.544742
84,112,0.526169
86,112,0.508697
88,112,0.492306
90,112,0.476971
92,112,0.462668
94,112,0.449372
96,112,0.437064
98,112,0.425727
100,112,0.415349
102,112,0.40592
104,112,0.397433
106,112,0.389877
108,112,0.383242
110,112,0.377511
112,112,0.372664
114,112,0.368672
116,112,0.365503
118,112,0.363117
120,112,0.361466
122,112,0.360497
124,112,0.360146
126,112,0.360337
128,112,0.360975
130,112,0.361942
132,112,0.363086
134,112,0.364222
136,112,0.365132
138,112,0.365565
140,112,0.365253
142,112,0.363924
144,112,0.36133
146,112,0.357264
148,112,0.351586
150,112,0.34424
152,112,0.335261
154,112,0.324783
156,112,0.313023
158,112,0.300274
160,112,0.286884
162,112,0.273231
164,112,0.259705
166,112,0.246682
168,112,0.234507
170,112,0.223475
172,112,0.213818
174,112,0.205692
176,112,0.19918
178,112,0.194285
180,112,0.190947
-180,114,0.190458
-178,114,0.188882
-176,114,0.188593
-174,114,0.189442
-172,114,0.19129
-170,114,0.194013
-168,114,0.197497
-166,114,0.201633
-164,114,0.206299
-162,114,0.211352
-160,114,0.216615
-158,114,0.221878
-156,114,0.226903
-154,114,0.231443
-152,114,0.235258
-150,114,0.238141
-148,114,0.239935
-146,114,0.240546
-144,114,0.239948
-142,114,0.238182
-140,114,0.235347
-138,114,0.231584
-136,114,0.227063
-134,114,0.22197
-132,114,0.216498
-130,114,0.210832
-128,114,0.205152
-126,114,0.199624
-124,114,0.194395
-122,114,0.189597
-120,114,0.185336
-118,114,0.181695
-116,114,0.178727
-114,114,0.176459
-112,114,0.174884
-110,114,0.173969
-108,114,0.17365
-106,114,0.173843
-104,114,0.17444
-102,114,0.175315
-100,114,0.17633
-98,114,0.17734
-96,114,0.178192
-94,114,0.178734
-92,114,0.178817
-90,114,0.178303
-88,114,0.177067
-86,114,0.175008
-84,114,0.17205
-82,114,0.168151
-80,114,0.16331
-78,114,0.157569
-76,114,0.151015
-74,114,0.143783
-72,114,0.136048
-70,114,0.128024
-68,114,0.119954
-66,114,0.112095
-64,114,0.104712
-62,114,0.0980619
-60,114,0.0923853
-58,114,0.0878945
-56,114,0.0847683
-54,114,0.0831464
-52,114,0.0831265
-50,114,0.0847621
-48,114,0.0880607
-46,114,0.0929834
-44,114,0.0994461
-42,114,0.107323
-40,114,0.116458
-38,114,0.126678
-36,114,0.137817
-34,114,0.149741
-32,114,0.162382
-30,114,0.175749
-28,114,0.189949
-26,114,0.20517
-24,114,0.221655
-22,114,0.239654
-20,114,0.259362
-18,114,0.280854
-16,114,0.304035
-14,114,0.328608
-12,114,0.354089
-10,114,0.379843
-8,114,0.405163
-6,114,0.429372
-4,114,0.451923
-2,114,0.472487
0,114,0.491008
2,114,0.507718
4,114,0.523099
6,114,0.537812
8,114,0.552597
10,114,0.56816
12,114,0.585077
14,114,0.603722
16,114,0.624232
18,114,0.646503
20,114,0.670233
22,114,0.694969
24,114,0.720174
26,114,0.745289
28,114,0.769778
30,114,0.793153
32,114,0.81499
34,114,0.834916
36,114,0.852605
38,114,0.867754
40,114,0.880084
42,114,0.889331
44,114,0.895264
46,114,0.897696
48,114,0.896507
50,114,0.891663
52,114,0.883232
54,114,0.871386
56,114,0.856399
58,114,0.838634
60,114,0.818521
62,114,0.796529
64,114,0.773142
66,114,0.748833
68,114,0.724043
70,114,0.699166
72,114,0.674537
74,114,0.650433
76,114,0.627072
78,114,0.604616
80,114,0.583181
82,114,0.562845
84,114,0.543653
86,114,0.525629
88,114,0.50878
90,114,0.493102
92,114,0.478584
94,114,0.46521
96,114,0.452963
98,114,0.441826
100,114,0.431777
102,114,0.422794
104,114,0.414853
106,114,0.407923
108,114,0.40197
110,114,0.396952
112,114,0.39282
114,114,0.389519
116,114,0.386988
118,114,0.38516
120,114,0.383961
122,114,0.383315
124,114,0.383137
126,114,0.383329
128,114,0.38378
130,114,0.384359
132,114,0.384906
134,114,0.385231
136,114,0.385118
138,114,0.384323
140,114,0.382593
142,114,0.379681
144,114,0.375366
146,114,0.369477
148,114,0.361917
150,114,0.352677
152,114,0.341843
154,114,0.329599
156,114,0.316214
158,114,0.302026
160,114,0.28742
162,114,0.2728
164,114,0.258565
166,114,0.245088
168,114,0.232692
170,114,0.221638
172,114,0.212114
174,114,0.204232
176,114,0.198026
178,114,0.193463
180,114,0.190458
-180,116,0.191553
-178,116,0.190189
-176,116,0.190074
-174,116,0.191068
-172,116,0.193041
-170,116,0.19588
-168,116,0.199482
-166,116,0.203742
-164,116,0.208543
-162,116,0.213746
-160,116,0.219175
-158,116,0.224624
-156,116,0.229861
-154,116,0.234643
-152,116,0.238733
-150,116,0.241926
-148,116,0.24406
-146,116,0.245037
-144,116,0.24482
-142,116,0.243439
-140,116,0.24098
-138,116,0.237575
-136,116,0.233389
-134,116,0.228606
